fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,Sep,02,ANDHRA PRADESH,0212,ANANTAPUR,6486102,280.510118881963,39,2938,5783.162040998,1982,0,74111,6345622,1024318,95550,248314,17990,1083.59126,24666.865116998,160597,272239,259563,489093,2333,325093,603503,76093,17800.111816,3533515,55,47.6,85.57,100.01,NA
2025-2026,Sep,02,ANDHRA PRADESH,0213,KURNOOL,3831802,268.811559336584,29,2066,3845.786224994,3556,4,63998,4895723,898442,109124,97216,7899,865.73326,17871.7888220938,167726,285140,267561,527223,784,346683,662731,67554,13160.2693370998,2685587,47,71.46,89.16,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0215,ANAKAPALLI,5974973,283.069943294234,43,3217,5623.095344815,3047,2,61437,8463161,640299,35057,279614,16941,555.02695,30134.7873384147,192548,271290,239121,393697,2902,292586,462247,64484,23956.6650435997,5869245,60,21.02,90.38,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0201,SRIKAKULAM,10690379,236.626413396319,42,5935,10068.376799337,6677,0,87992,13525442,1159520,59982,795842,40158,1298.91187,43372.0569699364,314745,443209,381311,673299,2758,444103,756837,94669,32004.7683005994,9715892,59,22.9,88.06,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0202,VIZIANAGARAM,10674331,213.478833540949,38,6306,6561.990192168,4682,1,66299,10554584,1166273,73243,260335,17810,993.705,30087.4980004676,276823,395994,345915,633975,835,388864,694436,70981,22531.8028082996,7495311,50,9.06,85.95,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0210,CHITTOOR,3820187,272.873221870383,34,998,6354.717957188,7685,0,78989,3302951,885694,110630,106852,13621,849.73666,16217.323427688,94471,139386,210890,390355,1005,276525,495973,86674,9012.86881050002,2054070,71,60.14,76.77,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0211,Y.S.R,4221759,272.389854591602,45,1936,4564.1217814,2776,3,60812,6056803,1130868,78714,74227,5412,1087.35945,22149.5981159998,133816,210233,189235,355160,4198,247149,455529,63588,16498.1168845998,3910434,48,40.66,93.68,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0221,NANDYAL,3717640,261.117774577372,32,1635,4093.213966475,4045,1,59615,4962563,1346376,113639,224607,14143,565.08091,17616.4289440751,150647,248955,215155,416461,761,275827,517732,63660,12958.1340676001,2977861,42,71.67,90.7,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,4659304,277.353087554106,38,2465,5389.290394908,3343,0,58107,4826147,629677,64899,277810,25163,592.38874,19367.1468493079,125364,214807,216717,410441,1917,282948,522415,61450,13385.4677143999,2605131,63,41.27,82.2,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0206,KRISHNA,2826509,281.469963684758,38,1976,4522.07455704,10930,0,49604,5341559,1962096,122344,77091,5822,720.51047,20277.4692045399,138530,236509,182596,336836,3457,223318,395328,60534,15034.8841774999,2872864,21,80.92,86.54,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0211,Y.S.R,4221759,272.439650383334,45,1937,4728.1744179,2798,3,60846,6063584,1132012,78714,74465,5412,1103.74388,22351.5253481998,133868,210339,189246,355171,4221,247147,455526,63644,16519.6070502998,3914502,49,40.71,93.63,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0215,ANAKAPALLI,5974973,283.068357986137,43,3219,5626.617381615,3047,2,61498,8465635,640433,35055,279753,16941,555.21291,30145.3642792147,192601,271352,239135,393712,2913,292585,462249,64545,23963.5339875997,5870967,60,21.02,90.34,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,4659304,277.532996498533,38,2469,5945.842806834,3359,0,58157,4841117,631928,64904,278408,25163,592.77924,19974.3191209339,125492,215053,216752,410506,1978,282957,522431,61516,13435.6970740999,2612588,63,41.45,82.07,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0226,KAKINADA,3706904,281.723853203524,30,2785,9969.79627344999,3547,0,38309,4262718,1204184,92560,80661,8637,402.64704,22381.5367142502,139611,191415,206214,350604,333,293665,477602,41856,12009.0934008002,2164906,46,51.73,80.51,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0207,GUNTUR,1403584,254.231941397401,30,480,1970.197890525,1162,17,29548,1731186,706476,70907,49094,5697,381.91733,6753.34299752501,56658,89940,91130,159713,228,138316,232045,30710,4401.22777700001,1002813,36,85.21,86.46,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0209,NELLORE,4695622,241.657273279592,37,1637,5225.99011509,10837,3,69434,6549223,1709512,139048,277047,30046,820.89158,21873.5554178899,175821,253592,275253,481203,2132,360220,609197,80271,15826.6737227999,4159131,42,45.5,81.79,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0211,Y.S.R,4221759,272.447904345446,45,1939,4730.7540179,2810,3,60842,6065723,1132208,78713,74483,5412,1103.74388,22360.4330947997,133885,210378,189253,355172,4240,247151,455520,63652,16525.9351968997,3915831,49,40.74,93.61,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0212,ANANTAPUR,6486102,280.810022494259,39,2939,6625.488971263,1996,0,74200,6352732,1025526,95550,248381,17988,1083.72126,25548.318389463,160671,272379,259567,489105,2348,325119,603563,76196,17839.1081582,3537040,55,47.76,85.51,100.01,NA
2025-2026,Sep,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,7562104,290.065744661153,44,4104,5408.917974041,1333,1,129286,8617467,159326,9929,7938304,421824,664.08677,31069.3245685201,194413,338270,234591,460776,11229,258362,495680,130619,24996.3198244791,4515050,85,63.69,76.33,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0224,TIRUPATI,4721665,282.296943066138,40,1795,6104.639124602,15142,9,46943,5407608,2091245,150668,393974,32357,530.51583,21900.6670316019,132877,189833,218835,391321,5091,275164,476367,62085,15265.5120769999,3589221,52,27.06,94.53,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0201,SRIKAKULAM,10690379,236.662895788386,42,5935,10142.586989614,6726,0,88330,13532926,1159970,59981,796597,40156,1303.24045,43473.2419961134,314811,443333,381329,673322,2773,444104,756833,95056,32027.4145564994,9720330,59,22.79,87.24,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0209,NELLORE,4695622,241.670994828131,37,1635,5225.99011509,10837,3,69357,6547151,1708572,139062,276807,30048,820.89158,21869.4466496899,175800,253567,275256,481235,2131,360233,609252,80194,15822.5649545999,4157807,42,45.47,81.81,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,4659304,277.626421312723,38,2469,5972.121816634,3366,0,58162,4845612,632249,64901,278482,25163,593.2715,20018.0925029339,125520,215100,216757,410518,2008,282972,522466,61528,13452.6991862999,2614701,63,41.52,82.08,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0224,TIRUPATI,4721665,282.29694306614,40,1795,6104.639124602,14998,9,47064,5407608,2091245,150683,393974,32357,530.51583,21900.667031602,132877,189833,218847,391332,5091,275185,476391,62062,15265.512077,3589221,52,27.06,94.53,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0207,GUNTUR,1422686,254.046651550106,30,481,2058.55963604,1162,17,29583,1734301,707247,70895,49166,5697,430.26092,6894.75417434001,56699,90015,91143,159714,235,138298,232007,30745,4405.93361830001,1004424,36,85.09,86.28,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0211,Y.S.R,4255965,272.450457943792,45,1940,4808.1132633,2854,3,61073,6091206,1135881,78697,74759,5411,1256.04545,22659.6773545998,134141,210818,189312,355214,4324,247201,455575,63927,16595.5186412998,3930972,49,40.98,93.43,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,7706902,289.019409641624,46,4169,5821.474212141,1514,1,139948,9082402,162220,9936,8395258,422466,769.32391,32840.70276382,196418,342915,234952,461438,13961,258527,496023,141462,26249.904641679,4740911,86,63.24,75.09,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0216,KONASEEMA,2669289,297.695863533581,39,2383,3967.360379744,4922,0,34484,4502998,2192708,118246,38978,2388,439.94212,17812.5412807439,115411,159545,154549,256935,1797,237809,368168,39406,13405.2387809999,2893446,34,85.01,88.3,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0217,ELURU,6338799,279.325793871866,38,3058,4907.698164018,5829,4,55147,9033265,2945230,205752,1003938,54319,547.40319,30687.3405278175,231704,370595,321061,599156,3277,384842,695956,60976,25232.2391737994,5282420,45,39.24,91.38,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0219,BAPATLA,3850528,274.707747191722,30,1990,3268.578159776,6416,1,51842,5060839,1640595,140264,187521,15603,486.07149,17657.1664556761,163590,278538,216252,402469,1106,276024,488285,58258,13902.5168059001,2733589,25,75.38,88.91,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0225,PARVATHIPURAM MANYAM,5665046,261.541512443694,47,3615,4680.42794699301,12561,0,63802,8173263,942391,45624,3195761,140011,566.26395,26623.1675631938,170323,281545,195302,378379,6293,217242,410441,76363,21376.4756662008,4864099,79,43.46,89.97,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0204,EAST GODAVARI,2631192,275.574445203844,37,1592,3551.131748507,5370,0,28036,2952607,1091010,72270,61884,3334,451.35356,12139.1156678069,78610,101123,126419,201525,478,170151,262071,33406,8136.63035929986,1652490,47,43.15,80.92,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0205,WEST GODAVARI,2717950,283.103679122259,32,1179,1917.179097924,2774,0,37317,2976922,843770,64724,23787,1909,429.499,10774.4538045239,91589,129351,137801,238199,985,188033,310195,40091,8427.77570659994,1704370,39,82.58,84.96,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0212,ANANTAPUR,6793848,280.856717757177,39,2956,7304.096222907,2303,0,74671,6440596,1039607,95619,252253,18008,1284.98751,26677.930262507,161774,274378,259772,489566,2493,325219,603798,76974,18088.8465296,3581988,55,48.12,84.58,100.01,NA
2025-2026,Oct,02,ANDHRA PRADESH,0216,KONASEEMA,2669289,297.913522018735,39,2385,3969.267585149,4938,0,34478,4504959,2193556,118248,39023,2388,439.94212,17830.091727549,115423,159558,154552,256939,1804,237826,368195,39416,13420.8820224,2894459,34,85.01,88.29,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0221,NANDYAL,3874541,261.434788534653,33,1644,4212.181733375,4645,1,59657,5009355,1355480,113676,228002,14157,671.70246,17980.0808445751,151257,250081,215299,416726,1071,276056,518188,64302,13096.1966512001,3002960,42,71.69,90.04,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0224,TIRUPATI,5035738,282.192392455262,42,1820,6133.046062222,17957,9,44716,5713971,2209338,150786,413673,32384,615.5022,22872.9397313219,134809,193031,219007,391703,7074,275289,476654,62673,16124.3914690999,3808252,52,27.31,94.31,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0202,VIZIANAGARAM,10674331,213.520746981272,38,6309,6640.437373638,5153,1,66321,10567708,1167518,73221,260995,17808,1120.32205,30325.0084840376,276943,396270,345901,633886,912,388858,694367,71474,22564.2490603996,7502619,51,9.16,85.09,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,965069,274.46326177957,48,207,786.251245726,483,0,7404,1227189,92799,4361,8486,484,238.37899,4392.81319332609,25172,34215,31980,51129,468,36989,57136,7887,3368.18295760009,907558,60,6.75,93.63,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0207,GUNTUR,1403584,254.009494881618,30,481,2055.07900604,1162,17,29576,1733653,707112,70895,49166,5697,428.48427,6887.20650434001,56693,90003,91142,159713,235,138299,232008,30738,4403.64322830001,1004110,36,85.08,86.28,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0208,PRAKASAM,6645493,251.879645932504,34,3764,8033.71313709,1386,2,74105,9985921,2162569,200558,283788,22437,1316.28694,34502.5025349895,286881,493876,379600,730887,1089,457339,847387,75491,25152.5024578995,5655895,45,28.78,83.39,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0211,Y.S.R,4221759,272.403879924746,45,1940,4801.1149233,2843,3,61045,6089015,1135429,78698,74717,5414,1209.13388,22596.9619124998,134121,210785,189314,355218,4318,247199,455572,63888,16586.7131091998,3929684,49,40.96,93.43,100,NA
2025-2026,Sep,02,ANDHRA PRADESH,0226,KAKINADA,3706904,281.411706012575,30,2789,10056.210493515,4239,0,37860,4281047,1206199,92516,81303,8637,460.23151,22563.8094014151,139889,191853,206266,350592,359,293572,477357,42099,12047.3673979002,2172441,46,51.49,79.22,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0224,TIRUPATI,5035738,282.207724655423,42,1820,6133.046062222,17896,9,44732,5714941,2210010,150828,413757,32400,615.5022,22876.5532237219,134827,193056,219080,391816,7083,275367,476771,62628,16128.0049614999,3808992,52,27.3,94.32,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0207,GUNTUR,1422686,251.157745464703,30,481,2060.23758604,1162,17,29602,1736380,708172,70591,49198,5665,432.75263,6854.04307674001,56727,90065,90981,159188,237,137839,231020,30764,4361.05286070001,1005576,36,84.94,86,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0215,ANAKAPALLI,6058581,283.176108419476,44,3229,5755.287879315,3118,1,61877,8515905,645030,34734,282474,16856,640.96921,30511.2654650145,193134,272128,238560,391251,3534,290373,457765,64995,24115.0083756995,5904560,60,21.08,89.39,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,5123332,277.023664849971,39,2483,6237.075741386,3472,0,58970,4984144,648081,63348,284267,24723,688.07778,20732.4118915859,126920,217710,214319,403141,2394,275968,507145,62442,13807.2583701999,2685795,63,41.62,79.88,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0202,VIZIANAGARAM,10699256,213.640859157899,38,6310,6643.618913638,5961,1,66356,10585656,1169495,72251,261514,17667,1163.72145,30422.6267895377,277094,396619,344860,627724,1108,386393,686164,72317,22615.2864258997,7513430,51,9.26,84.46,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0209,NELLORE,4968504,241.464335083099,38,1671,5442.644080455,11383,3,70423,6904532,1798745,136813,297399,29657,946.32741,23060.9537748548,179192,259192,273469,473692,2564,353804,594717,81806,16671.9822843998,4390780,42,46.25,80.86,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0218,NTR,2867018,291.003826797751,28,1766,4882.026281661,5276,2,33667,3581062,1273391,123609,279455,24166,365.986,15669.0397416611,124011,199916,178302,330015,571,217033,392096,38943,10421.0274600001,2168619,38,71.48,86.27,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,5123332,277.092362247722,39,2481,6237.075741386,3440,0,58973,4971769,646443,64190,283412,25069,688.07778,20701.5456889859,126807,217509,215991,407610,2369,280021,515725,62413,13776.3921675999,2679330,63,41.52,79.92,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0225,PARVATHIPURAM MANYAM,5665046,261.536589523256,48,3616,4683.63297699301,12585,0,63833,8178792,942953,45301,3198494,139408,570.36545,26644.5320879939,170365,281664,194930,376239,6310,216448,407675,76418,21390.5336610009,4866885,79,43.47,89.87,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0212,ANANTAPUR,6793848,280.537176109852,39,2957,7304.096222907,2336,0,74695,6449872,1040656,95626,252745,18015,1284.98751,26683.3725044071,161895,274588,259809,489619,2521,325227,603799,77031,18094.2887715001,3586628,55,48.08,84.39,100.01,NA
2025-2026,Oct,02,ANDHRA PRADESH,0213,KURNOOL,3924794,269.73205829919,29,2081,4084.394464299,3918,4,64045,4974340,909344,109130,101080,7944,1007.18117,18508.9653030989,168481,286622,267744,527609,990,346844,663117,67963,13417.3896687999,2725484,47,71.3,88.16,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0217,ELURU,6338799,279.185275268501,39,3059,4907.922214018,5846,4,55170,9040918,2946748,205751,1006215,54306,548.11393,30696.9479491174,231793,370765,321053,599171,3292,384864,696013,61016,25240.9118050994,5286862,46,39.22,91.07,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0219,BAPATLA,3850528,274.524737569512,30,1990,3272.520209776,6672,1,51634,5066313,1641939,140261,187735,15600,486.26724,17667.0699174761,163690,278687,216274,402510,1190,276045,488324,58306,13908.2824677001,2736812,25,75.32,88.69,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0209,NELLORE,4968504,241.510333730979,38,1671,5442.644080455,11383,3,70350,6902236,1798104,137475,297257,29760,946.32741,23058.5846889548,179159,259147,274187,475843,2559,355547,598363,81733,16669.6131984998,4389508,42,46.24,80.86,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0213,KURNOOL,3924794,269.757937447951,29,2081,4086.273518499,4106,4,63907,4981004,910452,109024,101125,7945,1009.09632,18532.0234930989,168563,286785,267714,527248,1004,346796,662699,68013,13436.6536545999,2729118,47,71.36,88.11,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,7706902,290.857196487295,47,4196,5831.671942141,3443,1,140452,9296331,163464,9925,8605298,421688,769.91345,33640.6331149203,197721,345735,234948,460572,15131,258456,495056,143895,27039.0477227793,4844954,86,62.75,74.18,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0215,ANAKAPALLI,6058581,283.102672215396,44,3229,5755.024379315,3110,1,61816,8511971,644581,34904,282496,16910,640.96921,30493.6109485146,193073,272039,238865,392568,3502,291248,459775,64926,24097.6173591996,5901968,60,21.13,89.66,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0216,KONASEEMA,2669289,297.075462965877,39,2385,3969.267585149,4943,0,34538,4511326,2196021,118142,39076,2387,440.13438,17811.444565549,115456,159609,154503,256790,1821,237489,367691,39481,13402.0426004,2897428,34,84.67,87.87,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0219,BAPATLA,3850528,273.555858092995,30,1991,3272.520209776,7002,1,51513,5068897,1642862,139260,187795,15510,486.26724,17625.0521339761,163731,278748,215831,400401,1243,274776,484977,58515,13866.2646842001,2738202,25,75.05,88.33,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,5123332,277.17532146342,39,2481,6237.075741386,3440,0,58950,4969259,646156,64643,283340,25098,688.07778,20698.7131289859,126785,217468,216598,409556,2364,281514,519322,62390,13773.5596075999,2678019,63,41.49,79.93,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0224,TIRUPATI,5035738,276.366478829794,42,1831,6180.547350997,18442,9,44338,5813147,2246592,149719,420680,32144,618.77942,22864.9164440968,135536,194252,217381,387870,7753,272009,470565,62780,16065.5896730998,3877906,52,27.32,94.28,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0226,KAKINADA,3893439,278.899672680453,30,2792,10062.883539415,4438,0,37746,4295466,1207823,91978,82112,8587,462.23375,22505.1579035152,140093,192166,205494,348491,383,290343,471833,42184,11980.0406141002,2178785,46,51.81,78.67,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0209,NELLORE,4968504,241.747198797266,38,1672,5443.259330455,11418,3,70493,6965815,1815359,132994,301356,28914,946.32741,23229.2493763548,179890,260310,269393,461426,2630,342825,572730,81911,16839.6626358998,4430067,42,46.4,80.74,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0210,CHITTOOR,4245732,267.841195143045,36,1020,7054.702715666,9111,0,78480,3636845,968267,103924,119248,12738,993.88336,17789.5551891661,98324,145739,203328,364527,1759,263952,461243,87591,9740.96911350007,2256069,71,58.21,75.14,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0215,ANAKAPALLI,6058581,283.207183760522,44,3230,5756.068600415,3192,1,61880,8521509,645538,34552,282556,16770,641.64341,30531.2376632144,193165,272175,238070,389722,3560,289145,455329,65072,24133.5256527994,5908286,60,21.07,89.24,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0218,NTR,2867018,293.186464504577,28,1766,4882.026281661,5438,2,33550,3585786,1274586,122493,279797,24011,367.061,15762.1264797611,124067,200021,177450,327133,612,215953,388769,38988,10513.0391981001,2171057,38,71.26,85.98,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0219,BAPATLA,3850528,274.592590257507,30,1994,3277.220159776,7634,1,50965,5075395,1644640,136670,188011,15343,500.96037,17714.839126076,163840,278928,214730,394791,1291,271526,476193,58599,13936.6585963,2741862,25,74.81,87.96,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0208,PRAKASAM,6810459,251.761517448894,34,3769,8093.92861864,1613,2,74245,10006907,2164959,198720,284209,22291,1327.54298,34615.0125115396,286997,494120,378722,726023,1106,454818,840034,75858,25193.5409128996,5666538,45,28.92,83.07,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0209,NELLORE,4968504,241.687962389164,38,1671,5443.259330455,11418,3,70462,6962728,1814429,133845,301279,29108,946.32741,23217.6621703548,179862,260267,270440,464409,2630,345690,578349,81880,16828.0754298998,4428161,42,46.36,80.8,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0213,KURNOOL,3924794,269.835888637838,29,2081,4086.273518499,4357,4,63743,4992360,911575,108956,101245,7938,1009.22332,18566.6758084989,168666,286982,267703,527049,1019,346446,661899,68100,13471.1789699999,2734861,47,71.27,87.89,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0219,BAPATLA,3850528,274.480841715815,30,1994,3274.811279776,7560,1,51035,5074373,1644219,137349,187953,15379,489.6418,17692.634801976,163813,278883,214957,396141,1283,272228,478261,58595,13928.1817222,2741241,25,74.93,88.13,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0223,ANNAMAYYA,4716838,271.972545770874,39,1183,4240.855654448,9793,0,58564,4846532,903838,59269,180639,11353,650.93823,18073.0303464481,122310,180178,183639,306951,1711,214394,353264,68357,13181.2364620001,2829928,64,64.81,85.03,100,NA
2025-2026,Oct,02,ANDHRA PRADESH,0224,TIRUPATI,5035738,279.923922747883,43,1837,6180.547350997,18589,9,44305,5913314,2283250,146056,428942,31264,619.27942,23352.6072841968,136093,195205,214055,377485,8299,264467,453779,62894,16552.7805131998,3948358,52,27.4,94.25,100,NA
